corpus,field,new_value,historical_value,abs_diff,matches
Emile,contains_exp_in_step2_beam,True,True,,True
Ulysses,tokens,268854.0,268854.0,0.0,True
Ulysses,vocabulary_size,28990.0,28990.0,0.0,True
Ulysses,zm_a,10.411003831552014,10.411003831552014,0.0,True
Ulysses,zm_b,1.045107357267924,1.045107357267924,0.0,True
Ulysses,zm_c,0.6324152122192379,0.6324152122192379,0.0,True
Ulysses,zm_rmse,0.1836179291561817,0.1836179291561817,0.0,True
Ulysses,step2_rmse,0.1830188859516618,0.1830188859516618,0.0,True
Ulysses,rmse_improvement_absolute,0.0005990432045198946,0.0005990432045198946,0.0,True
Ulysses,rmse_improvement_pct,0.32624439632491475,0.32624439632491475,0.0,True
Ulysses,runner_up_rmse,0.18357922799465115,0.18357922799465115,0.0,True
Ulysses,winner_minus_runner_rmse,0.0005603420429893535,0.0005603420429893535,0.0,True
Ulysses,step2_winner_expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Ulysses,step2_winner_display,exp(x - 1) - x,exp(x - 1) - x,,True
Ulysses,runner_up_expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Ulysses,winner_family,exp,exp,,True
Ulysses,contains_is_in_step2_beam,True,True,,True
Ulysses,contains_exp_in_step2_beam,True,True,,True
Collected Poe,tokens,91801.0,91801.0,0.0,True
Collected Poe,vocabulary_size,9312.0,9312.0,0.0,True
Collected Poe,zm_a,10.109216103413582,10.109216103413582,0.0,True
Collected Poe,zm_b,1.1335308814516545,1.1335308814516545,0.0,True
Collected Poe,zm_c,6.957528471368607,6.957528471368607,0.0,True
Collected Poe,zm_rmse,0.17261835225209593,0.17261835225209593,0.0,True
Collected Poe,step2_rmse,0.17464893963749728,0.17464893963749728,0.0,True
Collected Poe,rmse_improvement_absolute,-0.00203058738540135,-0.00203058738540135,0.0,True
Collected Poe,rmse_improvement_pct,-1.176345017148485,-1.176345017148485,0.0,True
Collected Poe,runner_up_rmse,0.17545087325392908,0.17545087325392908,0.0,True
Collected Poe,winner_minus_runner_rmse,0.0008019336164317992,0.0008019336164317992,0.0,True
Collected Poe,step2_winner_expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Collected Poe,step2_winner_display,exp(x - 1) - x,exp(x - 1) - x,,True
Collected Poe,runner_up_expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Collected Poe,winner_family,exp,exp,,True
Collected Poe,contains_is_in_step2_beam,True,True,,True
Collected Poe,contains_exp_in_step2_beam,True,True,,True
Principia Ethica,tokens,98676.0,98676.0,0.0,True
Principia Ethica,vocabulary_size,3814.0,3814.0,0.0,True
Principia Ethica,zm_a,14.707712093365648,14.707712093365648,0.0,True
Principia Ethica,zm_b,1.8145813303243747,1.8145813303243747,0.0,True
Principia Ethica,zm_c,78.7645572814913,78.7645572814913,0.0,True
Principia Ethica,zm_rmse,0.18553045124099837,0.18553045124099837,0.0,True
Principia Ethica,step2_rmse,0.18433252648149676,0.18433252648149676,0.0,True
Principia Ethica,rmse_improvement_absolute,0.0011979247595016174,0.0011979247595016174,0.0,True
Principia Ethica,rmse_improvement_pct,0.6456755489402383,0.6456755489402383,0.0,True
Principia Ethica,runner_up_rmse,0.18558013861480332,0.18558013861480332,0.0,True
Principia Ethica,winner_minus_runner_rmse,0.0012476121333065693,0.0012476121333065693,0.0,True
Principia Ethica,step2_winner_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Principia Ethica,step2_winner_display,(x - 1) - log(x),(x - 1) - log(x),,True
Principia Ethica,runner_up_expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Principia Ethica,winner_family,is,is,,True
Principia Ethica,contains_is_in_step2_beam,True,True,,True
Principia Ethica,contains_exp_in_step2_beam,True,True,,True
Critique of Pure Reason,tokens,209795.0,209795.0,0.0,True
Critique of Pure Reason,vocabulary_size,6537.0,6537.0,0.0,True
Critique of Pure Reason,zm_a,14.536275381068583,14.536275381068583,0.0,True
Critique of Pure Reason,zm_b,1.6898662237513586,1.6898662237513586,0.0,True
Critique of Pure Reason,zm_c,57.9583035946641,57.9583035946641,0.0,True
Critique of Pure Reason,zm_rmse,0.17572941010503937,0.17572941010503937,0.0,True
Critique of Pure Reason,step2_rmse,0.17647312549496663,0.17647312549496663,0.0,True
Critique of Pure Reason,rmse_improvement_absolute,-0.000743715389927263,-0.000743715389927263,0.0,True
Critique of Pure Reason,rmse_improvement_pct,-0.42321623311813283,-0.42321623311813283,0.0,True
Critique of Pure Reason,runner_up_rmse,0.17708956325481962,0.17708956325481962,0.0,True
Critique of Pure Reason,winner_minus_runner_rmse,0.0006164377598529835,0.0006164377598529835,0.0,True
Critique of Pure Reason,step2_winner_expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Critique of Pure Reason,step2_winner_display,exp(x - 1) - x,exp(x - 1) - x,,True
Critique of Pure Reason,runner_up_expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Critique of Pure Reason,winner_family,exp,exp,,True
Critique of Pure Reason,contains_is_in_step2_beam,True,True,,True
Critique of Pure Reason,contains_exp_in_step2_beam,True,True,,True
