corpus,beam_rank,field,new_value,historical_value,abs_diff,matches
Decline and Fall Vol 1,1,uses_new_operator,False,False,,True
Decline and Fall Vol 1,2,rmse,0.20932438344350124,0.20932438344350124,0.0,True
Decline and Fall Vol 1,2,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Decline and Fall Vol 1,2,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Decline and Fall Vol 1,2,winner_family,exp,exp,,True
Decline and Fall Vol 1,2,uses_new_operator,False,False,,True
Decline and Fall Vol 1,3,rmse,0.20992229399220722,0.20992229399220722,0.0,True
Decline and Fall Vol 1,3,expression,"mul[sub[x,1],log[x]]","mul[sub[x,1],log[x]]",,True
Decline and Fall Vol 1,3,expression_display,((x-1)*log(x)),((x-1)*log(x)),,True
Decline and Fall Vol 1,3,winner_family,other,other,,True
Decline and Fall Vol 1,3,uses_new_operator,False,False,,True
Decline and Fall Vol 1,4,rmse,0.20995625893348913,0.20995625893348913,0.0,True
Decline and Fall Vol 1,4,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Decline and Fall Vol 1,4,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Decline and Fall Vol 1,4,winner_family,xpow,xpow,,True
Decline and Fall Vol 1,4,uses_new_operator,False,False,,True
Decline and Fall Vol 1,5,rmse,0.21025428129507875,0.21025428129507875,0.0,True
Decline and Fall Vol 1,5,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Decline and Fall Vol 1,5,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Decline and Fall Vol 1,5,winner_family,other,other,,True
Decline and Fall Vol 1,5,uses_new_operator,False,False,,True
Decline and Fall Vol 1,6,rmse,0.21103785977955958,0.21103785977955958,0.0,True
Decline and Fall Vol 1,6,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Decline and Fall Vol 1,6,expression_display,(1 - x)^2,(1 - x)^2,,True
Decline and Fall Vol 1,6,winner_family,euclidean,euclidean,,True
Decline and Fall Vol 1,6,uses_new_operator,False,False,,True
Decline and Fall Vol 1,7,rmse,0.21410814856942986,0.21410814856942986,0.0,True
Decline and Fall Vol 1,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Decline and Fall Vol 1,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Decline and Fall Vol 1,7,winner_family,other,other,,True
Decline and Fall Vol 1,7,uses_new_operator,False,False,,True
Decline and Fall Vol 1,8,rmse,0.2149098802274645,0.2149098802274645,0.0,True
Decline and Fall Vol 1,8,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Decline and Fall Vol 1,8,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Decline and Fall Vol 1,8,winner_family,other,other,,True
Decline and Fall Vol 1,8,uses_new_operator,False,False,,True
Decline and Fall Vol 1,9,rmse,0.215585071617005,0.215585071617005,0.0,True
Decline and Fall Vol 1,9,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Decline and Fall Vol 1,9,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Decline and Fall Vol 1,9,winner_family,other,other,,True
Decline and Fall Vol 1,9,uses_new_operator,False,False,,True
Decline and Fall Vol 1,10,rmse,0.21652049404144233,0.21652049404144233,0.0,True
Decline and Fall Vol 1,10,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Decline and Fall Vol 1,10,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Decline and Fall Vol 1,10,winner_family,other,other,,True
Decline and Fall Vol 1,10,uses_new_operator,False,False,,True
Democracy in America,1,rmse,0.1894135889625467,0.1894135889625467,0.0,True
Democracy in America,1,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Democracy in America,1,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Democracy in America,1,winner_family,is,is,,True
Democracy in America,1,uses_new_operator,False,False,,True
Democracy in America,2,rmse,0.19273164051225666,0.19273164051225666,0.0,True
Democracy in America,2,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Democracy in America,2,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Democracy in America,2,winner_family,exp,exp,,True
Democracy in America,2,uses_new_operator,False,False,,True
Democracy in America,3,rmse,0.19373191872802986,0.19373191872802986,0.0,True
Democracy in America,3,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Democracy in America,3,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Democracy in America,3,winner_family,xpow,xpow,,True
Democracy in America,3,uses_new_operator,False,False,,True
Democracy in America,4,rmse,0.19480911702258394,0.19480911702258394,0.0,True
Democracy in America,4,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Democracy in America,4,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Democracy in America,4,winner_family,other,other,,True
Democracy in America,4,uses_new_operator,False,False,,True
Democracy in America,5,rmse,0.19623206363320225,0.19623206363320225,0.0,True
Democracy in America,5,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Democracy in America,5,expression_display,(1 - x)^2,(1 - x)^2,,True
Democracy in America,5,winner_family,euclidean,euclidean,,True
Democracy in America,5,uses_new_operator,False,False,,True
Democracy in America,6,rmse,0.19664850812580853,0.19664850812580853,0.0,True
Democracy in America,6,expression,"mul[sub[x,1],log[x]]","mul[sub[x,1],log[x]]",,True
Democracy in America,6,expression_display,((x-1)*log(x)),((x-1)*log(x)),,True
Democracy in America,6,winner_family,other,other,,True
Democracy in America,6,uses_new_operator,False,False,,True
Democracy in America,7,rmse,0.19765160080064176,0.19765160080064176,0.0,True
Democracy in America,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Democracy in America,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Democracy in America,7,winner_family,other,other,,True
Democracy in America,7,uses_new_operator,False,False,,True
Democracy in America,8,rmse,0.19821548320499285,0.19821548320499285,0.0,True
Democracy in America,8,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Democracy in America,8,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Democracy in America,8,winner_family,other,other,,True
Democracy in America,8,uses_new_operator,False,False,,True
Democracy in America,9,rmse,0.1986446049874002,0.1986446049874002,0.0,True
Democracy in America,9,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Democracy in America,9,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Democracy in America,9,winner_family,other,other,,True
Democracy in America,9,uses_new_operator,False,False,,True
Democracy in America,10,rmse,0.1999097020896594,0.1999097020896594,0.0,True
Democracy in America,10,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Democracy in America,10,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Democracy in America,10,winner_family,other,other,,True
Democracy in America,10,uses_new_operator,False,False,,True
Don Quixote,1,rmse,0.1763356841530791,0.1763356841530791,0.0,True
Don Quixote,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Don Quixote,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Don Quixote,1,winner_family,exp,exp,,True
Don Quixote,1,uses_new_operator,False,False,,True
Don Quixote,2,rmse,0.17692787402335688,0.17692787402335688,0.0,True
Don Quixote,2,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Don Quixote,2,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Don Quixote,2,winner_family,is,is,,True
Don Quixote,2,uses_new_operator,False,False,,True
Don Quixote,3,rmse,0.177782754951745,0.177782754951745,0.0,True
Don Quixote,3,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Don Quixote,3,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Don Quixote,3,winner_family,other,other,,True
Don Quixote,3,uses_new_operator,False,False,,True
Don Quixote,4,rmse,0.17887159100651798,0.17887159100651798,0.0,True
Don Quixote,4,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Don Quixote,4,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Don Quixote,4,winner_family,other,other,,True
Don Quixote,4,uses_new_operator,False,False,,True
Don Quixote,5,rmse,0.17916885732189522,0.17916885732189522,0.0,True
Don Quixote,5,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Don Quixote,5,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Don Quixote,5,winner_family,xpow,xpow,,True
Don Quixote,5,uses_new_operator,False,False,,True
Don Quixote,6,rmse,0.17962778653555275,0.17962778653555275,0.0,True
Don Quixote,6,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Don Quixote,6,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Don Quixote,6,winner_family,other,other,,True
Don Quixote,6,uses_new_operator,False,False,,True
Don Quixote,7,rmse,0.18013947664140664,0.18013947664140664,0.0,True
Don Quixote,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Don Quixote,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Don Quixote,7,winner_family,other,other,,True
Don Quixote,7,uses_new_operator,False,False,,True
Don Quixote,8,rmse,0.18039864429037158,0.18039864429037158,0.0,True
Don Quixote,8,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Don Quixote,8,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Don Quixote,8,winner_family,other,other,,True
Don Quixote,8,uses_new_operator,False,False,,True
Don Quixote,9,rmse,0.18093847051614811,0.18093847051614811,0.0,True
Don Quixote,9,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Don Quixote,9,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Don Quixote,9,winner_family,other,other,,True
Don Quixote,9,uses_new_operator,False,False,,True
Don Quixote,10,rmse,0.18147045795407055,0.18147045795407055,0.0,True
Don Quixote,10,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Don Quixote,10,expression_display,(1 - x)^2,(1 - x)^2,,True
Don Quixote,10,winner_family,euclidean,euclidean,,True
Don Quixote,10,uses_new_operator,False,False,,True
Dubliners,1,rmse,0.17518979953881125,0.17518979953881125,0.0,True
Dubliners,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Dubliners,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Dubliners,1,winner_family,exp,exp,,True
Dubliners,1,uses_new_operator,False,False,,True
Dubliners,2,rmse,0.17632914837060779,0.17632914837060779,0.0,True
Dubliners,2,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Dubliners,2,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Dubliners,2,winner_family,xpow,xpow,,True
Dubliners,2,uses_new_operator,False,False,,True
Dubliners,3,rmse,0.1786986501957996,0.1786986501957996,0.0,True
Dubliners,3,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Dubliners,3,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Dubliners,3,winner_family,other,other,,True
Dubliners,3,uses_new_operator,False,False,,True
Dubliners,4,rmse,0.18077048968881346,0.18077048968881346,0.0,True
Dubliners,4,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Dubliners,4,expression_display,(1 - x)^2,(1 - x)^2,,True
Dubliners,4,winner_family,euclidean,euclidean,,True
Dubliners,4,uses_new_operator,False,False,,True
Dubliners,5,rmse,0.18084229963650614,0.18084229963650614,0.0,True
Dubliners,5,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Dubliners,5,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Dubliners,5,winner_family,is,is,,True
Dubliners,5,uses_new_operator,False,False,,True
Dubliners,6,rmse,0.1810856247172799,0.1810856247172799,0.0,True
Dubliners,6,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Dubliners,6,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Dubliners,6,winner_family,other,other,,True
Dubliners,6,uses_new_operator,False,False,,True
Dubliners,7,rmse,0.18143708689167504,0.18143708689167504,0.0,True
Dubliners,7,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Dubliners,7,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Dubliners,7,winner_family,other,other,,True
Dubliners,7,uses_new_operator,False,False,,True
Dubliners,8,rmse,0.18177784855435708,0.18177784855435708,0.0,True
Dubliners,8,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Dubliners,8,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Dubliners,8,winner_family,other,other,,True
Dubliners,8,uses_new_operator,False,False,,True
Dubliners,9,rmse,0.18304553590511552,0.18304553590511552,0.0,True
Dubliners,9,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Dubliners,9,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Dubliners,9,winner_family,other,other,,True
Dubliners,9,uses_new_operator,False,False,,True
Dubliners,10,rmse,0.18382445286488935,0.18382445286488935,0.0,True
Dubliners,10,expression,"add[sub[1,x],log[x]]","add[sub[1,x],log[x]]",,True
Dubliners,10,expression_display,((1-x)+log(x)),((1-x)+log(x)),,True
Dubliners,10,winner_family,other,other,,True
Dubliners,10,uses_new_operator,False,False,,True
Emile,1,rmse,0.18033837337902978,0.18033837337902978,0.0,True
Emile,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Emile,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Emile,1,winner_family,exp,exp,,True
Emile,1,uses_new_operator,False,False,,True
Emile,2,rmse,0.181539251240389,0.181539251240389,0.0,True
Emile,2,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Emile,2,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Emile,2,winner_family,is,is,,True
Emile,2,uses_new_operator,False,False,,True
Emile,3,rmse,0.18220448616439197,0.18220448616439197,0.0,True
Emile,3,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Emile,3,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Emile,3,winner_family,other,other,,True
Emile,3,uses_new_operator,False,False,,True
Emile,4,rmse,0.18290425956361464,0.18290425956361464,0.0,True
Emile,4,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Emile,4,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Emile,4,winner_family,xpow,xpow,,True
Emile,4,uses_new_operator,False,False,,True
Emile,5,rmse,0.18364962089185866,0.18364962089185866,0.0,True
Emile,5,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Emile,5,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Emile,5,winner_family,other,other,,True
Emile,5,uses_new_operator,False,False,,True
Emile,6,rmse,0.18387368982328164,0.18387368982328164,0.0,True
Emile,6,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Emile,6,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Emile,6,winner_family,other,other,,True
Emile,6,uses_new_operator,False,False,,True
Emile,7,rmse,0.1844255510746463,0.1844255510746463,0.0,True
Emile,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Emile,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Emile,7,winner_family,other,other,,True
Emile,7,uses_new_operator,False,False,,True
Emile,8,rmse,0.1851014183875947,0.1851014183875947,0.0,True
Emile,8,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Emile,8,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Emile,8,winner_family,other,other,,True
Emile,8,uses_new_operator,False,False,,True
Emile,9,rmse,0.18538998164645648,0.18538998164645648,0.0,True
Emile,9,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Emile,9,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Emile,9,winner_family,other,other,,True
Emile,9,uses_new_operator,False,False,,True
Emile,10,rmse,0.185927068237907,0.185927068237907,0.0,True
Emile,10,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Emile,10,expression_display,(1 - x)^2,(1 - x)^2,,True
Emile,10,winner_family,euclidean,euclidean,,True
Emile,10,uses_new_operator,False,False,,True
Federalist Papers,1,rmse,0.1916277812723682,0.1916277812723682,0.0,True
Federalist Papers,1,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Federalist Papers,1,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Federalist Papers,1,winner_family,is,is,,True
Federalist Papers,1,uses_new_operator,False,False,,True
Federalist Papers,2,rmse,0.195160110344618,0.195160110344618,0.0,True
Federalist Papers,2,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Federalist Papers,2,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Federalist Papers,2,winner_family,exp,exp,,True
Federalist Papers,2,uses_new_operator,False,False,,True
Federalist Papers,3,rmse,0.19614223206439965,0.19614223206439965,0.0,True
Federalist Papers,3,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Federalist Papers,3,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Federalist Papers,3,winner_family,xpow,xpow,,True
Federalist Papers,3,uses_new_operator,False,False,,True
Federalist Papers,4,rmse,0.19727938347322796,0.19727938347322796,0.0,True
Federalist Papers,4,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Federalist Papers,4,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Federalist Papers,4,winner_family,other,other,,True
Federalist Papers,4,uses_new_operator,False,False,,True
Federalist Papers,5,rmse,0.19870611998493082,0.19870611998493082,0.0,True
Federalist Papers,5,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Federalist Papers,5,expression_display,(1 - x)^2,(1 - x)^2,,True
Federalist Papers,5,winner_family,euclidean,euclidean,,True
Federalist Papers,5,uses_new_operator,False,False,,True
Federalist Papers,6,rmse,0.19902458946316315,0.19902458946316315,0.0,True
Federalist Papers,6,expression,"mul[sub[x,1],log[x]]","mul[sub[x,1],log[x]]",,True
Federalist Papers,6,expression_display,((x-1)*log(x)),((x-1)*log(x)),,True
Federalist Papers,6,winner_family,other,other,,True
Federalist Papers,6,uses_new_operator,False,False,,True
Federalist Papers,7,rmse,0.20001646437741885,0.20001646437741885,0.0,True
Federalist Papers,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Federalist Papers,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Federalist Papers,7,winner_family,other,other,,True
Federalist Papers,7,uses_new_operator,False,False,,True
Federalist Papers,8,rmse,0.20059531543877052,0.20059531543877052,0.0,True
Federalist Papers,8,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Federalist Papers,8,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Federalist Papers,8,winner_family,other,other,,True
Federalist Papers,8,uses_new_operator,False,False,,True
Federalist Papers,9,rmse,0.20110334067221847,0.20110334067221847,0.0,True
Federalist Papers,9,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Federalist Papers,9,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Federalist Papers,9,winner_family,other,other,,True
Federalist Papers,9,uses_new_operator,False,False,,True
Federalist Papers,10,rmse,0.2024278544633605,0.2024278544633605,0.0,True
Federalist Papers,10,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Federalist Papers,10,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Federalist Papers,10,winner_family,other,other,,True
Federalist Papers,10,uses_new_operator,False,False,,True
Grimm's Fairy Tales,1,rmse,0.16550485072433857,0.16550485072433857,0.0,True
Grimm's Fairy Tales,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Grimm's Fairy Tales,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Grimm's Fairy Tales,1,winner_family,exp,exp,,True
Grimm's Fairy Tales,1,uses_new_operator,False,False,,True
Grimm's Fairy Tales,2,rmse,0.16705646289920434,0.16705646289920434,0.0,True
Grimm's Fairy Tales,2,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Grimm's Fairy Tales,2,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Grimm's Fairy Tales,2,winner_family,xpow,xpow,,True
Grimm's Fairy Tales,2,uses_new_operator,False,False,,True
Grimm's Fairy Tales,3,rmse,0.16733516871434567,0.16733516871434567,0.0,True
Grimm's Fairy Tales,3,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Grimm's Fairy Tales,3,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Grimm's Fairy Tales,3,winner_family,is,is,,True
Grimm's Fairy Tales,3,uses_new_operator,False,False,,True
Grimm's Fairy Tales,4,rmse,0.17009541382985208,0.17009541382985208,0.0,True
Grimm's Fairy Tales,4,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Grimm's Fairy Tales,4,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Grimm's Fairy Tales,4,winner_family,other,other,,True
Grimm's Fairy Tales,4,uses_new_operator,False,False,,True
Grimm's Fairy Tales,5,rmse,0.17026063742675127,0.17026063742675127,0.0,True
Grimm's Fairy Tales,5,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Grimm's Fairy Tales,5,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Grimm's Fairy Tales,5,winner_family,other,other,,True
Grimm's Fairy Tales,5,uses_new_operator,False,False,,True
Grimm's Fairy Tales,6,rmse,0.17138560205116826,0.17138560205116826,0.0,True
Grimm's Fairy Tales,6,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Grimm's Fairy Tales,6,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Grimm's Fairy Tales,6,winner_family,other,other,,True
Grimm's Fairy Tales,6,uses_new_operator,False,False,,True
Grimm's Fairy Tales,7,rmse,0.1718680016624955,0.1718680016624955,0.0,True
Grimm's Fairy Tales,7,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Grimm's Fairy Tales,7,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Grimm's Fairy Tales,7,winner_family,other,other,,True
Grimm's Fairy Tales,7,uses_new_operator,False,False,,True
Grimm's Fairy Tales,8,rmse,0.17299875265967107,0.17299875265967107,0.0,True
Grimm's Fairy Tales,8,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Grimm's Fairy Tales,8,expression_display,(1 - x)^2,(1 - x)^2,,True
Grimm's Fairy Tales,8,winner_family,euclidean,euclidean,,True
Grimm's Fairy Tales,8,uses_new_operator,False,False,,True
Grimm's Fairy Tales,9,rmse,0.17325037708296276,0.17325037708296276,0.0,True
Grimm's Fairy Tales,9,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Grimm's Fairy Tales,9,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Grimm's Fairy Tales,9,winner_family,other,other,,True
Grimm's Fairy Tales,9,uses_new_operator,False,False,,True
Grimm's Fairy Tales,10,rmse,0.17615437633513226,0.17615437633513226,0.0,True
Grimm's Fairy Tales,10,expression,"div[sub[x,1],eml[x,x]]","div[sub[x,1],eml[x,x]]",,True
Grimm's Fairy Tales,10,expression_display,"((x-1)/EML(x,x))","((x-1)/EML(x,x))",,True
Grimm's Fairy Tales,10,winner_family,other,other,,True
Grimm's Fairy Tales,10,uses_new_operator,False,False,,True
Jane Eyre,1,rmse,0.16333010797099165,0.16333010797099165,0.0,True
Jane Eyre,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Jane Eyre,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Jane Eyre,1,winner_family,exp,exp,,True
Jane Eyre,1,uses_new_operator,False,False,,True
Jane Eyre,2,rmse,0.16395623934384868,0.16395623934384868,0.0,True
Jane Eyre,2,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Jane Eyre,2,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Jane Eyre,2,winner_family,other,other,,True
Jane Eyre,2,uses_new_operator,False,False,,True
Jane Eyre,3,rmse,0.16537552370333009,0.16537552370333009,0.0,True
Jane Eyre,3,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Jane Eyre,3,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Jane Eyre,3,winner_family,other,other,,True
Jane Eyre,3,uses_new_operator,False,False,,True
Jane Eyre,4,rmse,0.1667835051731643,0.1667835051731643,0.0,True
Jane Eyre,4,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Jane Eyre,4,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Jane Eyre,4,winner_family,xpow,xpow,,True
Jane Eyre,4,uses_new_operator,False,False,,True
Jane Eyre,5,rmse,0.1669347201354299,0.1669347201354299,0.0,True
Jane Eyre,5,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Jane Eyre,5,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Jane Eyre,5,winner_family,other,other,,True
Jane Eyre,5,uses_new_operator,False,False,,True
Jane Eyre,6,rmse,0.16707255792195488,0.16707255792195488,0.0,True
Jane Eyre,6,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Jane Eyre,6,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Jane Eyre,6,winner_family,is,is,,True
Jane Eyre,6,uses_new_operator,False,False,,True
Jane Eyre,7,rmse,0.167205257156014,0.167205257156014,0.0,True
Jane Eyre,7,expression,"add[sub[1,x],log[x]]","add[sub[1,x],log[x]]",,True
Jane Eyre,7,expression_display,((1-x)+log(x)),((1-x)+log(x)),,True
Jane Eyre,7,winner_family,other,other,,True
